synthetic,date,operator_id,task_type,tonnes,distance_m,operator_experience_yrs,terrain,weather,recent_cycle_s,duration_min
1,2026-07-01,OP-104,trenching,337.515,21.83,6,firm,clear,48.041,62.985
1,2026-07-01,OP-104,trenching,188.981,153.115,6,firm,clear,50.423,36.236
1,2026-07-01,OP-104,trenching,110.652,153.616,6,firm,clear,48.077,17.957
1,2026-07-01,OP-104,trenching,186.19,40.04,6,firm,clear,53.541,36.783
1,2026-07-01,OP-104,trenching,312.498,95.352,6,firm,clear,48.295,47.809
1,2026-07-01,OP-104,trenching,168.738,141.378,6,firm,clear,45.74,26.667
1,2026-07-02,OP-104,load_truck,108.484,97.583,6,soft,rain,53.94,20.13
1,2026-07-02,OP-104,load_truck,279.455,133.777,6,soft,rain,51.931,47.182
1,2026-07-02,OP-104,load_truck,339.738,80.606,6,soft,rain,52.064,60.141
1,2026-07-02,OP-104,load_truck,158.863,23.857,6,soft,rain,51.519,27.162
1,2026-07-02,OP-104,load_truck,28.922,154.952,6,soft,rain,54.748,6.496
1,2026-07-02,OP-104,load_truck,221.576,73.965,6,soft,rain,53.676,35.374
1,2026-07-02,OP-104,load_truck,354.848,90.554,6,soft,rain,54.539,65.423
1,2026-07-02,OP-104,load_truck,44.602,12.399,6,soft,rain,55.753,6.369
1,2026-07-02,OP-104,load_truck,166.167,4.473,6,soft,rain,52.324,31.134
1,2026-07-02,OP-104,load_truck,150.668,28.653,6,soft,rain,59.41,27.316
1,2026-07-03,OP-104,grading,173.945,84.063,6,soft,clear,57.189,49.713
1,2026-07-03,OP-104,grading,378.898,7.131,6,soft,clear,57.133,86.567
1,2026-07-03,OP-104,grading,53.538,49.741,6,soft,clear,65.342,16.223
1,2026-07-03,OP-104,grading,281.995,119.96,6,soft,clear,65.708,78.74
1,2026-07-03,OP-104,grading,312.679,82.706,6,soft,clear,55.182,78.332
1,2026-07-03,OP-104,grading,75.432,30.672,6,soft,clear,60.647,21.101
1,2026-07-03,OP-104,grading,55.33,78.548,6,soft,clear,58.939,17.428
1,2026-07-03,OP-104,grading,264.072,142.186,6,soft,clear,62.518,68.002
1,2026-07-03,OP-104,grading,45.37,109.202,6,soft,clear,57.783,16.69
1,2026-07-03,OP-104,grading,90.815,92.617,6,soft,clear,64.22,25.476
1,2026-07-04,OP-104,trenching,385.753,105.539,6,soft,clear,57.817,72.088
1,2026-07-04,OP-104,trenching,139.283,130.135,6,soft,clear,61.207,29.261
1,2026-07-04,OP-104,trenching,193.78,81.271,6,soft,clear,52.209,37.352
1,2026-07-04,OP-104,trenching,223.501,66.616,6,soft,clear,55.285,44.111
1,2026-07-04,OP-104,trenching,324.305,105.857,6,soft,clear,56.618,59.592
1,2026-07-04,OP-104,trenching,309.148,59.381,6,soft,clear,53.762,58.056
1,2026-07-04,OP-104,trenching,300.595,31.314,6,soft,clear,57.019,54.842
1,2026-07-04,OP-104,trenching,255.052,113.766,6,soft,clear,56.114,49.819
1,2026-07-04,OP-104,trenching,326.948,84.811,6,soft,clear,57.892,69.803
1,2026-07-04,OP-104,trenching,221.748,31.564,6,soft,clear,56.061,45.716
1,2026-07-05,OP-104,load_truck,246.657,66.291,6,firm,clear,37.012,24.432
1,2026-07-05,OP-104,load_truck,332.697,159.036,6,firm,clear,38.942,38.684
1,2026-07-05,OP-104,load_truck,401.252,6.873,6,firm,clear,42.258,48.492
1,2026-07-05,OP-104,load_truck,150.356,55.985,6,firm,clear,42.041,16.145
1,2026-07-05,OP-104,load_truck,369.547,142.382,6,firm,clear,42.019,41.385
1,2026-07-05,OP-104,load_truck,197.353,3.606,6,firm,clear,42.79,25.631
1,2026-07-05,OP-104,load_truck,292.035,107.761,6,firm,clear,40.132,35.082
1,2026-07-05,OP-104,load_truck,165.212,52.967,6,firm,clear,41.703,16.913
1,2026-07-05,OP-104,load_truck,337.736,55.213,6,firm,clear,39.856,38.13
1,2026-07-05,OP-104,load_truck,200.446,83.461,6,firm,clear,42.197,27.399
1,2026-07-06,OP-104,stockpile,186.334,33.415,6,soft,heat,44.026,19.329
1,2026-07-06,OP-104,stockpile,262.535,134.502,6,soft,heat,41.534,28.045
1,2026-07-06,OP-104,stockpile,283.806,21.197,6,soft,heat,42.49,28.318
1,2026-07-06,OP-104,stockpile,246.054,116.949,6,soft,heat,43.507,26.866
1,2026-07-06,OP-104,stockpile,373.184,123.604,6,soft,heat,38.9,39.945
1,2026-07-06,OP-104,stockpile,119.581,79.899,6,soft,heat,39.795,10.989
1,2026-07-06,OP-104,stockpile,137.484,38.356,6,soft,heat,43.041,15.904
1,2026-07-06,OP-104,stockpile,318.971,37.036,6,soft,heat,42.152,33.36
1,2026-07-06,OP-104,stockpile,57.008,52.043,6,soft,heat,42.504,8.568
1,2026-07-06,OP-104,stockpile,224.204,56.743,6,soft,heat,43.03,26.994
1,2026-07-07,OP-104,load_truck,34.068,0.448,6,firm,clear,38.046,3.579
1,2026-07-07,OP-104,load_truck,21.563,62.308,6,firm,clear,42.032,2.46
1,2026-07-07,OP-104,load_truck,208.888,91.304,6,firm,clear,42.441,27.44
1,2026-07-07,OP-104,load_truck,332.33,103.526,6,firm,clear,41.104,37.998
1,2026-07-07,OP-104,load_truck,74.863,63.215,6,firm,clear,40.603,6.181
1,2026-07-07,OP-104,load_truck,59.41,100.716,6,firm,clear,42.407,10.298
1,2026-07-07,OP-104,load_truck,272.209,142.897,6,firm,clear,36.954,29.39
1,2026-07-07,OP-104,load_truck,128.126,126.156,6,firm,clear,39.004,15.863
1,2026-07-07,OP-104,load_truck,38.964,128.926,6,firm,clear,41.009,6.622
1,2026-07-07,OP-104,load_truck,414.289,6.058,6,firm,clear,38.53,46.576
1,2026-07-08,OP-104,load_truck,56.718,76.306,6,soft,clear,49.025,10.956
1,2026-07-08,OP-104,load_truck,36.451,49.264,6,soft,clear,42.987,5.224
1,2026-07-08,OP-104,load_truck,183.013,59.742,6,soft,clear,42.797,21.886
1,2026-07-08,OP-104,load_truck,412.72,31.62,6,soft,clear,47.8,53.213
1,2026-07-08,OP-104,load_truck,264.502,68.98,6,soft,clear,42.36,31.228
1,2026-07-08,OP-104,load_truck,91.967,46.505,6,soft,clear,44.434,13.035
1,2026-07-08,OP-104,load_truck,87.924,128.389,6,soft,clear,42.547,14.994
1,2026-07-08,OP-104,load_truck,187.067,42.133,6,soft,clear,45.953,22.842
1,2026-07-08,OP-104,load_truck,124.84,95.533,6,soft,clear,48.242,19.025
1,2026-07-08,OP-104,load_truck,22.702,87.673,6,soft,clear,45.451,5.245
1,2026-07-09,OP-104,grading,202.721,131.339,6,rocky,heat,73.791,77.764
1,2026-07-09,OP-104,grading,377.531,64.465,6,rocky,heat,70.938,110.426
1,2026-07-09,OP-104,grading,205.659,132.71,6,rocky,heat,74.81,71.525
1,2026-07-09,OP-104,grading,247.781,148.237,6,rocky,heat,69.328,91.716
1,2026-07-09,OP-104,grading,346.556,68.874,6,rocky,heat,68.615,101.078
1,2026-07-09,OP-104,grading,211.657,146.665,6,rocky,heat,67.597,77.532
1,2026-07-09,OP-104,grading,153.374,29.477,6,rocky,heat,70.955,51.128
1,2026-07-09,OP-104,grading,142.416,84.901,6,rocky,heat,74.277,50.617
1,2026-07-09,OP-104,grading,231.179,41.979,6,rocky,heat,70.717,70.497
1,2026-07-09,OP-104,grading,173.657,27.235,6,rocky,heat,64.82,51.121
1,2026-07-10,OP-104,trenching,253.742,36.04,6,rocky,clear,62.354,48.958
1,2026-07-10,OP-104,trenching,333.78,148.835,6,rocky,clear,60.071,69.675
1,2026-07-10,OP-104,trenching,208.957,153.106,6,rocky,clear,65.755,58.205
1,2026-07-10,OP-104,trenching,344.09,144.555,6,rocky,clear,60.366,73.028
1,2026-07-10,OP-104,trenching,62.314,33.138,6,rocky,clear,61.739,13.692
1,2026-07-10,OP-104,trenching,186.223,137.721,6,rocky,clear,57.461,46.438
1,2026-07-10,OP-104,trenching,351.652,81.655,6,rocky,clear,62.054,76.157
1,2026-07-10,OP-104,trenching,219.516,53.074,6,rocky,clear,66.573,44.822
1,2026-07-10,OP-104,trenching,180.362,60.584,6,rocky,clear,67.446,48.013
1,2026-07-10,OP-104,trenching,375.137,129.626,6,rocky,clear,57.119,76.162
1,2026-07-11,OP-104,trenching,343.817,134.285,6,soft,heat,57.97,71.054
1,2026-07-11,OP-104,trenching,116.475,61.957,6,soft,heat,59.25,24.872
1,2026-07-11,OP-104,trenching,45.451,134.548,6,soft,heat,55.523,10.063
1,2026-07-11,OP-104,trenching,381.684,69.863,6,soft,heat,60.644,89.462
1,2026-07-11,OP-104,trenching,392.041,146.657,6,soft,heat,57.163,90.54
1,2026-07-11,OP-104,trenching,328.295,96.23,6,soft,heat,53.076,61.511
1,2026-07-11,OP-104,trenching,368.24,40.049,6,soft,heat,60.819,78.041
1,2026-07-11,OP-104,trenching,303.36,85.324,6,soft,heat,57.66,59.643
1,2026-07-11,OP-104,trenching,228.213,137.69,6,soft,heat,63.782,47.621
1,2026-07-11,OP-104,trenching,25.895,92.216,6,soft,heat,57.865,7.446
1,2026-07-12,OP-104,grading,106.582,73.915,6,soft,clear,61.009,34.134
1,2026-07-12,OP-104,grading,248.676,16.443,6,soft,clear,60.884,72.446
1,2026-07-12,OP-104,grading,334.975,12.472,6,soft,clear,58.94,92.364
1,2026-07-12,OP-104,grading,300.3,128.547,6,soft,clear,59.102,85.824
1,2026-07-12,OP-104,grading,36.768,46.794,6,soft,clear,57.959,12.187
1,2026-07-12,OP-104,grading,337.647,68.292,6,soft,clear,55.815,83.61
1,2026-07-12,OP-104,grading,200.756,69.906,6,soft,clear,62.937,64.016
1,2026-07-12,OP-104,grading,335.061,58.867,6,soft,clear,60.661,78.231
1,2026-07-12,OP-104,grading,102.509,59.822,6,soft,clear,62.103,32.402
1,2026-07-12,OP-104,grading,195.99,106.577,6,soft,clear,60.859,57.68
1,2026-07-13,OP-104,grading,94.006,19.765,6,firm,clear,54.335,19.762
1,2026-07-13,OP-104,grading,252.991,110.199,6,firm,clear,51.833,64.324
1,2026-07-13,OP-104,grading,235.832,28.105,6,firm,clear,56.128,56.636
1,2026-07-13,OP-104,grading,314.681,9.546,6,firm,clear,53.132,63.017
1,2026-07-13,OP-104,grading,243.056,100.947,6,firm,clear,53.92,63.916
1,2026-07-13,OP-104,grading,152.52,64.479,6,firm,clear,52.787,41.202
1,2026-07-13,OP-104,grading,142.192,7.378,6,firm,clear,51.321,35.927
1,2026-07-13,OP-104,grading,51.135,28.627,6,firm,clear,50.753,11.925
1,2026-07-13,OP-104,grading,395.016,91.166,6,firm,clear,53.52,91.807
1,2026-07-13,OP-104,grading,317.709,130.167,6,firm,clear,53.842,78.489
1,2026-07-14,OP-104,trenching,61.959,85.942,6,firm,clear,50.686,10.708
1,2026-07-14,OP-104,trenching,375.904,34.577,6,firm,clear,47.783,60.884
1,2026-07-14,OP-104,trenching,24.361,37.641,6,firm,clear,48.815,5.352
1,2026-07-14,OP-104,trenching,188.277,87.522,6,firm,clear,49.01,35.593
1,2026-07-14,OP-104,trenching,232.478,68.309,6,firm,clear,49.783,40.383
1,2026-07-14,OP-104,trenching,189.166,52.038,6,firm,clear,47.59,31.741
1,2026-07-14,OP-104,trenching,347.535,68.255,6,firm,clear,47.309,52.386
1,2026-07-14,OP-104,trenching,65.718,146.447,6,firm,clear,53.885,14.742
1,2026-07-14,OP-104,trenching,243.164,136.53,6,firm,clear,48.269,40.038
1,2026-07-14,OP-104,trenching,192.483,154.862,6,firm,clear,52.578,36.284
1,2026-07-15,OP-104,load_truck,318.985,19.324,6,firm,clear,38.222,32.696
1,2026-07-15,OP-104,load_truck,74.702,125.386,6,firm,clear,38.021,10.86
1,2026-07-15,OP-104,load_truck,215.88,89.257,6,firm,clear,44.148,24.147
1,2026-07-15,OP-104,load_truck,149.977,98.153,6,firm,clear,39.543,14.85
1,2026-07-15,OP-104,load_truck,130.136,34.264,6,firm,clear,40.691,13.193
1,2026-07-15,OP-104,load_truck,375.113,46.372,6,firm,clear,42.158,38.306
1,2026-07-15,OP-104,load_truck,335.881,32.475,6,firm,clear,41.543,42.65
1,2026-07-15,OP-104,load_truck,320.821,98.476,6,firm,clear,40.311,37.652
1,2026-07-15,OP-104,load_truck,259.738,58.589,6,firm,clear,39.537,37.033
1,2026-07-15,OP-104,load_truck,356.349,74.065,6,firm,clear,37.356,39.571
1,2026-07-16,OP-104,trenching,36.662,2.149,6,firm,clear,51.977,6.928
1,2026-07-16,OP-104,trenching,331.718,19.233,6,firm,clear,47.634,53.309
1,2026-07-16,OP-104,trenching,281.068,57.983,6,firm,clear,48.671,44.835
1,2026-07-16,OP-104,trenching,408.15,62.446,6,firm,clear,45.246,64.847
1,2026-07-16,OP-104,trenching,336.905,58.73,6,firm,clear,45.902,60.214
1,2026-07-16,OP-104,trenching,351.777,143.012,6,firm,clear,46.744,63.305
1,2026-07-16,OP-104,trenching,332.522,59.136,6,firm,clear,49.907,58.034
1,2026-07-16,OP-104,trenching,182.614,89.596,6,firm,clear,48.323,35.05
1,2026-07-16,OP-104,trenching,139.905,110.965,6,firm,clear,47.73,27.603
1,2026-07-16,OP-104,trenching,342.0,151.889,6,firm,clear,49.57,55.956
1,2026-07-17,OP-104,stockpile,165.465,4.598,6,firm,clear,35.295,12.241
1,2026-07-17,OP-104,stockpile,382.908,122.454,6,firm,clear,37.064,38.201
1,2026-07-17,OP-104,stockpile,347.761,111.074,6,firm,clear,37.149,34.233
1,2026-07-17,OP-104,stockpile,369.832,141.92,6,firm,clear,34.225,29.116
1,2026-07-17,OP-104,stockpile,230.56,158.935,6,firm,clear,34.202,20.116
1,2026-07-17,OP-104,stockpile,350.98,7.123,6,firm,clear,37.225,25.655
1,2026-07-17,OP-104,stockpile,163.102,114.994,6,firm,clear,33.822,15.326
1,2026-07-17,OP-104,stockpile,307.84,35.627,6,firm,clear,39.121,26.621
1,2026-07-17,OP-104,stockpile,110.781,21.379,6,firm,clear,36.209,12.639
1,2026-07-17,OP-104,stockpile,382.621,74.679,6,firm,clear,35.112,32.534
1,2026-07-18,OP-104,stockpile,273.317,23.949,6,firm,clear,34.21,22.571
1,2026-07-18,OP-104,stockpile,346.054,146.49,6,firm,clear,37.341,27.597
1,2026-07-18,OP-104,stockpile,308.081,67.757,6,firm,clear,33.792,22.482
1,2026-07-18,OP-104,stockpile,155.801,91.207,6,firm,clear,34.208,13.954
1,2026-07-18,OP-104,stockpile,77.018,125.923,6,firm,clear,36.204,8.428
1,2026-07-18,OP-104,stockpile,365.279,110.978,6,firm,clear,36.63,32.437
1,2026-07-18,OP-104,stockpile,236.015,120.618,6,firm,clear,33.164,20.209
1,2026-07-18,OP-104,stockpile,249.727,115.209,6,firm,clear,35.87,20.77
1,2026-07-18,OP-104,stockpile,92.603,157.174,6,firm,clear,38.845,12.902
1,2026-07-18,OP-104,stockpile,186.224,87.454,6,firm,clear,36.781,17.476
1,2026-07-19,OP-104,load_truck,392.539,83.988,6,soft,clear,41.739,50.292
1,2026-07-19,OP-104,load_truck,178.538,80.972,6,soft,clear,45.72,21.487
1,2026-07-19,OP-104,load_truck,203.192,82.016,6,soft,clear,44.193,24.161
1,2026-07-19,OP-104,load_truck,131.786,18.792,6,soft,clear,42.603,16.107
1,2026-07-19,OP-104,load_truck,339.85,120.574,6,soft,clear,45.786,46.793
1,2026-07-19,OP-104,load_truck,369.006,21.247,6,soft,clear,43.155,41.982
1,2026-07-19,OP-104,load_truck,37.19,54.575,6,soft,clear,47.721,4.934
1,2026-07-19,OP-104,load_truck,125.059,142.019,6,soft,clear,47.229,20.439
1,2026-07-19,OP-104,load_truck,286.615,29.277,6,soft,clear,48.254,38.569
1,2026-07-19,OP-104,load_truck,253.745,81.579,6,soft,clear,43.466,32.023
1,2026-07-20,OP-104,trenching,32.997,68.356,6,firm,clear,46.193,6.458
1,2026-07-20,OP-104,trenching,190.478,10.864,6,firm,clear,50.847,36.478
1,2026-07-20,OP-104,trenching,162.237,88.16,6,firm,clear,46.502,27.314
1,2026-07-20,OP-104,trenching,80.714,19.293,6,firm,clear,46.38,9.724
1,2026-07-20,OP-104,trenching,128.973,90.72,6,firm,clear,50.831,24.254
1,2026-07-20,OP-104,trenching,206.844,16.221,6,firm,clear,47.58,32.223
1,2026-07-20,OP-104,trenching,282.717,17.646,6,firm,clear,51.954,49.437
1,2026-07-20,OP-104,trenching,382.283,105.651,6,firm,clear,47.381,60.18
1,2026-07-20,OP-104,trenching,277.819,57.045,6,firm,clear,54.247,51.73
1,2026-07-20,OP-104,trenching,80.427,150.613,6,firm,clear,51.763,15.519
1,2026-07-21,OP-104,stockpile,177.955,100.548,6,firm,clear,36.51,17.918
1,2026-07-21,OP-104,stockpile,112.907,106.302,6,firm,clear,39.052,14.214
1,2026-07-21,OP-104,stockpile,58.732,64.1,6,firm,clear,34.784,6.304
1,2026-07-21,OP-104,stockpile,264.117,122.099,6,firm,clear,32.71,23.47
1,2026-07-21,OP-104,stockpile,76.699,9.391,6,firm,clear,37.548,4.536
1,2026-07-21,OP-104,stockpile,397.176,143.14,6,firm,clear,33.646,33.308
1,2026-07-21,OP-104,stockpile,111.834,98.798,6,firm,clear,34.49,12.367
1,2026-07-21,OP-104,stockpile,409.574,100.853,6,firm,clear,35.636,34.017
1,2026-07-21,OP-104,stockpile,80.264,110.071,6,firm,clear,38.328,9.818
1,2026-07-21,OP-104,stockpile,416.654,128.452,6,firm,clear,36.623,40.461
1,2026-07-22,OP-104,grading,288.051,45.755,6,soft,clear,63.843,82.703
1,2026-07-22,OP-104,grading,249.668,105.947,6,soft,clear,63.832,70.953
1,2026-07-22,OP-104,grading,95.773,52.28,6,soft,clear,64.773,34.861
1,2026-07-22,OP-104,grading,346.223,125.238,6,soft,clear,60.934,101.745
1,2026-07-22,OP-104,grading,198.568,8.196,6,soft,clear,55.659,47.243
1,2026-07-22,OP-104,grading,191.409,106.27,6,soft,clear,58.41,53.881
1,2026-07-22,OP-104,grading,393.552,134.418,6,soft,clear,59.927,112.459
1,2026-07-22,OP-104,grading,56.291,63.057,6,soft,clear,56.676,14.527
1,2026-07-22,OP-104,grading,260.937,102.107,6,soft,clear,55.217,61.839
1,2026-07-22,OP-104,grading,147.15,147.734,6,soft,clear,57.843,35.224
1,2026-07-23,OP-104,grading,227.048,22.098,6,firm,clear,55.095,56.711
1,2026-07-23,OP-104,grading,98.833,112.87,6,firm,clear,53.477,25.252
1,2026-07-23,OP-104,grading,59.316,131.4,6,firm,clear,51.968,16.144
1,2026-07-23,OP-104,grading,176.628,55.462,6,firm,clear,58.07,44.876
1,2026-07-23,OP-104,grading,112.081,61.506,6,firm,clear,49.212,25.815
1,2026-07-23,OP-104,grading,107.359,116.41,6,firm,clear,51.294,30.377
1,2026-07-23,OP-104,grading,268.78,111.568,6,firm,clear,50.7,57.351
1,2026-07-23,OP-104,grading,181.309,120.37,6,firm,clear,56.497,39.502
1,2026-07-23,OP-104,grading,112.816,6.35,6,firm,clear,58.288,26.731
1,2026-07-23,OP-104,grading,237.565,129.546,6,firm,clear,57.521,63.224
1,2026-07-24,OP-104,load_truck,45.133,40.402,6,soft,clear,44.174,6.434
1,2026-07-24,OP-104,load_truck,226.183,107.985,6,soft,clear,43.908,25.98
1,2026-07-24,OP-104,load_truck,162.041,114.011,6,soft,clear,44.292,22.327
1,2026-07-24,OP-104,load_truck,233.835,144.085,6,soft,clear,49.259,41.164
1,2026-07-24,OP-104,load_truck,390.224,85.026,6,soft,clear,45.438,52.019
1,2026-07-24,OP-104,load_truck,158.393,4.24,6,soft,clear,43.728,19.887
1,2026-07-24,OP-104,load_truck,138.204,139.08,6,soft,clear,49.299,22.743
1,2026-07-24,OP-104,load_truck,174.266,97.964,6,soft,clear,47.524,27.388
1,2026-07-24,OP-104,load_truck,230.663,106.566,6,soft,clear,45.255,31.158
1,2026-07-24,OP-104,load_truck,108.3,116.033,6,soft,clear,45.787,14.759
1,2026-07-25,OP-104,trenching,147.165,10.838,6,firm,clear,48.599,23.37
1,2026-07-25,OP-104,trenching,287.451,155.051,6,firm,clear,45.314,49.742
1,2026-07-25,OP-104,trenching,178.046,2.109,6,firm,clear,45.829,25.213
1,2026-07-25,OP-104,trenching,199.11,137.123,6,firm,clear,49.735,39.29
1,2026-07-25,OP-104,trenching,99.346,150.539,6,firm,clear,47.684,20.033
1,2026-07-25,OP-104,trenching,260.163,39.82,6,firm,clear,47.65,39.23
1,2026-07-25,OP-104,trenching,236.986,27.046,6,firm,clear,47.558,45.238
1,2026-07-25,OP-104,trenching,279.662,121.759,6,firm,clear,48.646,52.22
1,2026-07-25,OP-104,trenching,190.527,147.498,6,firm,clear,48.169,38.134
1,2026-07-25,OP-104,trenching,249.924,62.604,6,firm,clear,51.259,40.239
1,2026-07-26,OP-104,trenching,77.768,30.22,6,soft,clear,54.054,16.106
1,2026-07-26,OP-104,trenching,301.37,111.247,6,soft,clear,55.932,63.698
1,2026-07-26,OP-104,trenching,254.192,106.549,6,soft,clear,51.521,49.927
1,2026-07-26,OP-104,trenching,146.747,110.876,6,soft,clear,53.456,28.357
1,2026-07-26,OP-104,trenching,125.422,118.075,6,soft,clear,57.028,24.253
1,2026-07-26,OP-104,trenching,281.898,110.892,6,soft,clear,54.431,58.406
1,2026-07-26,OP-104,trenching,201.678,86.412,6,soft,clear,57.816,38.707
1,2026-07-26,OP-104,trenching,167.473,150.754,6,soft,clear,57.313,44.46
1,2026-07-26,OP-104,trenching,235.127,89.822,6,soft,clear,60.244,49.161
1,2026-07-26,OP-104,trenching,30.195,126.811,6,soft,clear,55.007,7.246
1,2026-07-27,OP-104,trenching,92.433,84.609,6,rocky,clear,64.636,21.104
1,2026-07-27,OP-104,trenching,31.596,33.3,6,rocky,clear,58.246,8.007
1,2026-07-27,OP-104,trenching,241.423,82.002,6,rocky,clear,62.765,50.827
1,2026-07-27,OP-104,trenching,397.957,22.493,6,rocky,clear,64.644,86.55
1,2026-07-27,OP-104,trenching,285.102,150.149,6,rocky,clear,60.954,62.016
1,2026-07-27,OP-104,trenching,233.641,143.887,6,rocky,clear,58.1,50.653
1,2026-07-27,OP-104,trenching,338.835,36.014,6,rocky,clear,60.553,60.905
1,2026-07-27,OP-104,trenching,276.499,35.715,6,rocky,clear,65.212,57.267
1,2026-07-27,OP-104,trenching,25.241,10.996,6,rocky,clear,65.249,6.17
1,2026-07-27,OP-104,trenching,51.693,83.233,6,rocky,clear,60.847,12.289
1,2026-07-28,OP-104,grading,116.555,17.822,6,firm,heat,57.306,34.606
1,2026-07-28,OP-104,grading,363.64,23.811,6,firm,heat,55.601,93.748
1,2026-07-28,OP-104,grading,307.383,79.73,6,firm,heat,53.156,77.195
1,2026-07-28,OP-104,grading,327.688,84.337,6,firm,heat,56.734,81.929
1,2026-07-28,OP-104,grading,71.948,11.839,6,firm,heat,56.033,19.824
1,2026-07-28,OP-104,grading,374.793,94.412,6,firm,heat,61.158,115.002
1,2026-07-28,OP-104,grading,137.794,51.687,6,firm,heat,49.78,32.777
1,2026-07-28,OP-104,grading,299.641,115.578,6,firm,heat,53.8,70.869
1,2026-07-28,OP-104,grading,52.414,27.749,6,firm,heat,61.128,13.255
1,2026-07-28,OP-104,grading,225.869,47.868,6,firm,heat,57.033,64.746
1,2026-07-29,OP-104,grading,139.424,126.491,6,firm,clear,48.87,37.356
1,2026-07-29,OP-104,grading,366.252,142.026,6,firm,clear,49.324,77.295
1,2026-07-29,OP-104,grading,267.484,96.683,6,firm,clear,51.092,57.682
1,2026-07-29,OP-104,grading,36.545,139.238,6,firm,clear,54.299,11.678
1,2026-07-29,OP-104,grading,130.364,22.691,6,firm,clear,52.347,32.889
1,2026-07-29,OP-104,grading,314.582,124.828,6,firm,clear,47.467,73.678
1,2026-07-29,OP-104,grading,310.814,147.964,6,firm,clear,56.352,89.959
1,2026-07-29,OP-104,grading,392.234,136.555,6,firm,clear,56.467,113.603
1,2026-07-29,OP-104,grading,264.003,82.227,6,firm,clear,54.309,67.857
1,2026-07-29,OP-104,grading,259.066,116.989,6,firm,clear,52.031,57.798
1,2026-07-30,OP-104,grading,401.8,87.599,6,firm,clear,49.321,96.74
1,2026-07-30,OP-104,grading,21.695,61.045,6,firm,clear,53.61,7.889
1,2026-07-30,OP-104,grading,324.865,110.954,6,firm,clear,52.019,77.005
1,2026-07-30,OP-104,grading,404.183,75.013,6,firm,clear,54.589,95.957
1,2026-07-30,OP-104,grading,205.621,135.21,6,firm,clear,53.754,49.962
1,2026-07-30,OP-104,grading,241.824,95.329,6,firm,clear,58.209,69.572
1,2026-07-30,OP-104,grading,335.166,3.519,6,firm,clear,56.232,78.051
1,2026-07-30,OP-104,grading,163.733,149.759,6,firm,clear,54.098,44.769
1,2026-07-30,OP-104,grading,228.624,0.918,6,firm,clear,54.379,57.59
1,2026-07-30,OP-104,grading,112.82,80.904,6,firm,clear,51.844,28.211
1,2026-07-31,OP-104,stockpile,51.099,145.324,6,firm,clear,35.061,6.255
1,2026-07-31,OP-104,stockpile,107.529,102.233,6,firm,clear,38.109,10.766
1,2026-07-31,OP-104,stockpile,400.593,142.789,6,firm,clear,34.46,35.252
1,2026-07-31,OP-104,stockpile,386.634,128.761,6,firm,clear,39.662,39.078
1,2026-07-31,OP-104,stockpile,213.257,84.402,6,firm,clear,34.552,22.43
1,2026-07-31,OP-104,stockpile,160.142,157.576,6,firm,clear,37.507,20.498
1,2026-07-31,OP-104,stockpile,146.787,125.563,6,firm,clear,38.238,14.411
1,2026-07-31,OP-104,stockpile,370.425,61.788,6,firm,clear,33.803,24.375
1,2026-07-31,OP-104,stockpile,177.433,50.602,6,firm,clear,33.605,11.491
1,2026-07-31,OP-104,stockpile,186.671,144.864,6,firm,clear,34.925,18.574
1,2026-08-01,OP-104,stockpile,290.199,59.471,6,soft,rain,44.266,38.692
1,2026-08-01,OP-104,stockpile,415.583,96.517,6,soft,rain,50.273,54.761
1,2026-08-01,OP-104,stockpile,180.341,128.805,6,soft,rain,46.506,24.147
1,2026-08-01,OP-104,stockpile,315.477,48.295,6,soft,rain,48.652,44.623
1,2026-08-01,OP-104,stockpile,219.053,4.904,6,soft,rain,48.004,31.217
1,2026-08-01,OP-104,stockpile,260.688,79.434,6,soft,rain,45.091,36.011
1,2026-08-01,OP-104,stockpile,407.815,52.401,6,soft,rain,47.905,49.567
1,2026-08-01,OP-104,stockpile,267.96,110.532,6,soft,rain,47.798,36.193
1,2026-08-01,OP-104,stockpile,285.698,107.197,6,soft,rain,46.401,37.006
1,2026-08-01,OP-104,stockpile,237.346,4.532,6,soft,rain,46.912,30.264
1,2026-08-02,OP-104,load_truck,28.452,134.525,6,rocky,rain,56.662,8.818
1,2026-08-02,OP-104,load_truck,410.832,77.675,6,rocky,rain,57.123,79.636
1,2026-08-02,OP-104,load_truck,279.502,32.741,6,rocky,rain,53.293,45.608
1,2026-08-02,OP-104,load_truck,250.357,152.456,6,rocky,rain,56.749,45.056
1,2026-08-02,OP-104,load_truck,146.676,6.791,6,rocky,rain,61.33,22.751
1,2026-08-02,OP-104,load_truck,150.789,157.248,6,rocky,rain,56.349,31.726
1,2026-08-02,OP-104,load_truck,72.785,134.889,6,rocky,rain,56.204,17.196
1,2026-08-02,OP-104,load_truck,50.366,101.059,6,rocky,rain,54.7,10.523
1,2026-08-02,OP-104,load_truck,290.909,90.218,6,rocky,rain,55.816,55.102
1,2026-08-02,OP-104,load_truck,157.098,1.517,6,rocky,rain,58.734,25.188
1,2026-08-03,OP-104,trenching,409.999,18.133,6,soft,clear,57.047,74.661
1,2026-08-03,OP-104,trenching,362.633,15.005,6,soft,clear,58.445,72.647
1,2026-08-03,OP-104,trenching,162.525,71.457,6,soft,clear,51.41,26.334
